iata,name,city,state,country,latitude,longitude,min,max,min_latitude,min_longitude,max_latitude,max_longitude
las,McCarran International,las vegas,nv,usa,36.08036111,-115.1523333,0.436424,2.0798,36.07970428,-115.1597977,36.05682755,-115.1283951
lax,Los Angeles International,los angeles,ca,usa,33.94253611,-118.4080744,0.0601718,0.909665,33.94211197,-118.4070587,33.95332336,-118.3989639
lbe,Arnold Palmer Regional,latrobe,pa,usa,40.27594,-79.40479722,2.08481,9.12757,40.27979279,-79.36559296,40.2446785,-79.23664093
lcg,Wayne Municipal,wayne,ne,usa,42.24188889,-96.98141667,10.1842,10.1842,42.19412994,-97.16962433,42.19412994,-97.16962433
lci,Laconia Municipal,laconia,nh,usa,43.57272806,-71.41890028,1.80468,1.80468,43.54804993,-71.40701294,43.54804993,-71.40701294
lck,Rickenbacker International,columbus,oh,usa,39.81375917,-82.92786472,1.49152,1.49152,39.83420944,-82.93693542,39.83420944,-82.93693542
ldj,Linden,linden,nj,usa,40.61744722,-74.24459417,0.321145,0.321145,40.62204742,-74.24459076,40.62204742,-74.24459076
lgu,Logan-Cache,logan,ut,usa,41.78773083,-111.8526822,10.2071,10.2071,41.93131638,-111.9146729,41.93131638,-111.9146729
lhq,Fairfield County,lancaster,oh,usa,39.75564722,-82.65711,2.4203,10.4022,39.78861237,-82.64189148,34.21431732,-80.97397614
lic,Limon Municipal,limon,co,usa,39.272765,-103.6663392,1.60577,1.60577,39.26485443,-103.6931229,39.26485443,-103.6931229
lih,Lihue,lihue,hi,usa,21.97598306,-159.3389581,2.0878,2.0878,21.98111153,-159.371109,21.98111153,-159.371109
lit,Adams,little rock,ar,usa,34.72939611,-92.22424556,6.79417,6.79417,40.65782547,-84.95191193,40.65782547,-84.95191193
lkp,Lake Placid,lake placid,ny,usa,44.26447361,-73.96186639,1.36548,8.72523,44.27949142,-73.97987366,44.14046478,-73.92907715
llu,Lamar Municipal,lamar,mo,usa,37.4894925,-94.31150444,10.0019,10.0019,38.13750839,-102.8504791,38.13750839,-102.8504791
lna,Palm Beach County Park,lantana,fl,usa,26.593,-80.08505556,2.08385,2.08385,26.58653069,-80.0521698,26.58653069,-80.0521698
lnd,Hunt,lander,wy,usa,42.81523611,-108.7298392,2.04121,2.04121,27.87680817,-97.32338715,27.87680817,-97.32338715
lnk,Lincoln Municipal,lincoln,ne,usa,40.85097222,-96.75925,8.05018,8.05018,38.46002197,-93.20270538,38.46002197,-93.20270538
lnp,Lonesome Pine,wise,va,usa,36.98743194,-82.53017361,10.2019,11.9565,37.12371445,-82.60126495,37.15010834,-82.45598602
lot,Lewis University,chicago/romeoville,il,usa,41.60844444,-88.09094444,2.33423,2.65147,41.58947372,-88.05783844,41.569767,-88.10681152
lpc,Lompoc,lompoc,ca,usa,34.66561028,-120.4667883,1.91542,12.5237,34.63914871,-120.4579391,34.7379303,-120.2659073
lrj,Le Mars Municipal,le mars,ia,usa,42.77801778,-96.19368944,4.89901,4.89901,42.71971512,-96.24863434,42.71971512,-96.24863434
lsb,Lordsburg Municipal,lordsburg,nm,usa,32.33278083,-108.6909742,1.51239,13.9122,32.35041428,-108.7084351,32.26174927,-108.9144974
lse,La Crosse Municipal,la crosse,wi,usa,43.87937972,-91.25653778,1.14792,9.12111,43.88306046,-91.23435211,43.90496445,-91.43625641
lsn,Los Banos Municipal,los banos,ca,usa,37.06290556,-120.8692511,1.04979,1.04979,37.05922699,-120.8505325,37.05922699,-120.8505325
lvk,Livermore Municipal,livermore,ca,usa,37.69339944,-121.8203519,0.689965,2.94727,37.70313263,-121.8171844,37.68205643,-121.7680511
lvn,Airlake,minneapolis,mn,usa,44.62785361,-93.22810806,1.70318,1.70318,44.65005112,-93.2432785,44.65005112,-93.2432785
lvs,Las Vegas Municipal,las vegas,nm,usa,35.65422222,-105.1423889,6.06409,16.6381,35.62865448,-105.245285,35.41949081,-105.2077866
lwd,Lamoni Municipal,lamoni,ia,usa,40.63333306,-93.90217028,1.82532,1.82532,40.62277603,-93.93411255,40.62277603,-93.93411255
lyo,Lyons-Rice County Municipal,lyons,ks,usa,38.34261472,-98.22709639,9.24066,12.2549,38.21001053,-98.20700836,38.39806366,-98.01199341
m02,Dickson Municipal,dickson,tn,usa,36.12931722,-87.43007056,4.72793,7.44075,36.14593124,-87.34806061,36.23505783,-87.44390106
m09,Piedmont Municipal,piedmont,mo,usa,37.12671694,-90.7128975,2.14231,2.14246,37.15449524,-90.69568634,37.15449524,-90.69567871
m16,John Bell Williams,raymond,ms,usa,32.30334111,-90.40848333,3.14946,4.29736,32.25931549,-90.42259216,32.30391312,-90.33493805
m21,Muhlenberg County,greenville,ky,usa,37.22561111,-87.15752778,5.02224,6.90205,37.29393387,-87.12332916,37.19726563,-87.03638458
m24,Dean Griffin Memorial,wiggins,ms,usa,30.84324389,-89.15977333,11.9612,11.9612,30.99351692,-89.25978088,30.99351692,-89.25978088
m33,Sumner County Regional,gallatin,tn,usa,36.37684472,-86.40875861,2.30015,6.03374,36.38830185,-86.44758606,36.4496727,-86.46854401
m34,Kentucky Dam State Park,gilbertsville,ky,usa,37.00950028,-88.29586639,1.03582,9.63948,36.99686432,-88.28580475,37.05894089,-88.13252258
m39,Mena Intermountain Municipal,mena,ar,usa,34.54539444,-94.20265278,21.5436,21.5436,34.43732834,-94.55744171,34.43732834,-94.55744171
m44,Houston Municipal,houston,ms,usa,33.89177944,-89.02367194,8.56677,8.56677,33.91501617,-89.17040253,33.91501617,-89.17040253
m46,Colstrip,colstrip,mt,usa,45.85285,-106.7092722,16.0163,24.855,45.62304688,-106.6666946,45.53720474,-106.9556046
m77,Howard County,nashville,ar,usa,33.99673833,-93.83813583,13.2745,13.2745,34.11927795,-94.01657867,34.11927795,-94.01657867
mae,Madera Municipal,madera,ca,usa,36.9857175,-120.1119844,0.482365,3.42393,36.99380112,-120.1061707,36.96227264,-120.0594711
mbs,Mbs International,saginaw,mi,usa,43.53291472,-84.07964722,2.23024,4.89456,43.52502823,-84.12275696,43.60335922,-84.06970215
mcd,Mackinac Island,mackinac island,mi,usa,45.86493444,-84.63734444,1.37707,1.37707,45.84920502,-84.61967468,45.84920502,-84.61967468
mco,Orlando International,orlando,fl,usa,28.42888889,-81.31602778,0.133638,0.133638,28.43115807,-81.30808258,28.43115807,-81.30808258
mcx,White County,monticello,in,usa,40.70881639,-86.76676139,2.52602,2.52602,40.74531555,-86.76473236,40.74531555,-86.76473236
mdd,Midland Airpark,midland,tx,usa,32.03652444,-102.1010278,1.29941,2.19741,32.01795197,-102.1046295,32.02164078,-102.1341553
mem,Memphis International,memphis,tn,usa,35.04241667,-89.97666667,3.99415,3.99415,35.05271149,-89.90724182,35.05271149,-89.90724182
mer,Castle,atwater,ca,usa,37.38048056,-120.5681889,3.30579,3.30579,37.33269119,-120.5698471,37.33269119,-120.5698471
mev,Minden-Tahoe,minden,nv,usa,39.00030889,-119.7508064,3.2783,4.06446,38.95425034,-119.7656174,38.94150543,-119.7493515
mfi,Marshfield Municipal,marshfield,wi,usa,44.63687972,-90.18932667,1.06424,1.06424,44.65080643,-90.18000031,44.65080643,-90.18000031
mfv,Accomack County,melfa,va,usa,37.64688889,-75.76105556,4.97661,4.97661,37.60398102,-75.68809509,37.60398102,-75.68809509
mgc,Michigan City Municipal,michigan city,in,usa,41.70331694,-86.82124167,7.48661,7.48661,41.79525757,-86.74445343,41.79525757,-86.74445343
mgr,Moultrie Municipal,moultrie,ga,usa,31.08490917,-83.80325528,6.30737,6.30737,31.01129913,-83.8662796,31.01129913,-83.8662796
mhl,Marshall Memorial Municipal,marshall,mo,usa,39.09575472,-93.20287889,14.5953,14.5953,38.96363068,-93.41493225,38.96363068,-93.41493225
mhr,Sacramento Mather,sacramento,ca,usa,38.55389694,-121.2975908,4.38915,4.38915,38.50619507,-121.2444153,38.50619507,-121.2444153
mhv,Mojave,mojave,ca,usa,35.05936472,-118.1518561,1.3317,1.3317,35.05247116,-118.1739655,35.05247116,-118.1739655
mia,Miami International,miami,fl,usa,25.79325,-80.29055556,1.9843,2.50593,25.82184792,-80.29270935,25.82944298,-80.28940582
mic,Crystal,minneapolis,mn,usa,45.06198611,-93.3539375,1.48066,5.00258,45.0748558,-93.32962799,34.50638199,-117.90979
mke,General Mitchell International,milwaukee,wi,usa,42.94722222,-87.89658333,1.70189,1.97692,42.96751404,-87.87758636,42.95973969,-87.86147308
mkg,Muskegon County,muskegon,mi,usa,43.16948806,-86.23822306,1.29855,1.29855,43.16890335,-86.26394653,43.16890335,-86.26394653
mko,Davis,muskogee,ok,usa,35.65773028,-95.36164889,0.757191,21.984,44.75623322,-122.416748,44.78141403,-121.9758301
mky,Marco Island,marco island,fl,usa,25.99502778,-81.67252778,5.12945,5.12945,25.92482185,-81.64563751,25.92482185,-81.64563751
mlb,Melbourne International,melbourne,fl,usa,28.10275,-80.64580556,1.76789,2.20639,28.08529472,-80.66644287,28.07168388,-80.65338898
mle,Millard,omaha,ne,usa,41.196,-96.11227778,1.40644,4.62805,40.32958984,-76.51522827,41.15444183,-96.04223633
mlt,Millinocket Municipal,millinocket,me,usa,45.64783611,-68.68556194,1.35844,20.4749,45.65772629,-68.70986938,45.62839127,-68.26280212
mmh,Mammoth Yosemite,mammoth lakes,ca,usa,37.62404861,-118.8377722,0.514207,17.3485,37.62680054,-118.8467484,37.37882233,-118.9052734
mmi,McMinn County,athens,tn,usa,35.39730333,-84.56256861,5.51774,5.51774,35.32364655,-84.52482605,35.32364655,-84.52482605
mmu,Morristown Municipal,morristown,nj,usa,40.79935,-74.41487472,1.74155,1.74155,40.824543,-74.417099,40.824543,-74.417099
mnf,Mountain View,mountain view,mo,usa,36.99282694,-91.71445611,1.85829,4.47406,37.01938629,-91.70947266,35.53124619,-81.02980042
mo85,Lawrence Smith Memorial,harrisonville,mo,usa,38.61102222,-94.34213056,3.06148,3.06148,38.65512466,-94.34710693,38.65512466,-94.34710693
mou,Mountain Village,mountain village,ak,usa,62.09536222,-163.6820594,1.67872,1.67872,62.08555603,-163.7294464,62.08555603,-163.7294464
mpv,Edward F Knapp State,barre-montpelier,vt,usa,44.203505,-72.56232944,3.00627,5.91394,44.1974678,-72.50221252,44.15117264,-72.65670776
mqi,Dare County Regional,manteo,nc,usa,35.91898806,-75.69553944,1.33391,25.8638,35.90822601,-75.67572784,35.59351349,-75.46793365
mqj,Mount Comfort,indianapolis,in,usa,39.84348556,-85.89706389,1.29066,1.29066,39.83085632,-85.91500092,39.83085632,-85.91500092
mqy,Smyrna,smyrna,tn,usa,36.00897944,-86.52007667,1.1398,9.22606,39.29983521,-75.6046524,35.95228577,-86.66944122
mrc,Maury County,columbia-mt pleasant,tn,usa,35.55413889,-87.17891667,7.06185,7.06185,35.59674072,-87.29306793,35.59674072,-87.29306793
mrf,Marfa Municipal,marfa,tx,usa,30.37147222,-104.0166944,3.98725,32.1871,30.31349564,-104.0217133,30.5873661,-104.4965897
mrj,Iowa County,mineral point,wi,usa,42.88532917,-90.23198583,2.85538,2.85538,42.91787338,-90.27336884,42.91787338,-90.27336884
mry,Monterey Peninsula,monterey,ca,usa,36.5869825,-121.8429478,3.61765,4.96767,36.63697052,-121.8235703,36.55523682,-121.9232864
msl,Northwest Alabama Regional,muscle shoals,al,usa,34.74532028,-87.61023222,5.54313,5.54313,34.70092392,-87.52891541,34.70092392,-87.52891541
mtn,Martin State,baltimore,md,usa,39.32566333,-76.41376556,1.35042,1.49151,39.3172226,-76.39104462,39.33427429,-76.43940735
mtp,Montauk,montauk,ny,usa,41.07694333,-71.92039972,3.30865,3.30865,41.03593445,-71.95451355,41.03593445,-71.95451355
mut,Muscatine Municipal,muscatine,ia,usa,41.36786333,-91.14821639,1.26854,1.26854,41.35614014,-91.12931824,41.35614014,-91.12931824
mvm,Machias Valley,machias,me,usa,44.70311111,-67.47861111,1.19907,5.01747,44.71551514,-67.46154785,44.73924255,-67.38999176
myr,Myrtle Beach International,myrtle beach,sc,usa,33.67975,-78.92833333,2.46073,2.6366,33.69564438,-78.89003754,33.705513,-78.89453888
myv,Yuba County,marysville,ca,usa,39.09777278,-121.569825,0.969227,0.969227,39.09544754,-121.5521851,39.09544754,-121.5521851
mzj,Pinal Airpark,marana,az,usa,32.50984389,-111.3253339,4.67119,4.67119,32.4550705,-111.2823257,32.4550705,-111.2823257
n04,Griswold,madison,ct,usa,41.27118222,-72.54972972,1.14095,2.58852,41.27561188,-72.52853394,41.27942657,-72.59831238
n10,Perkiomen Valley,collegeville,pa,usa,40.20404833,-75.43026306,1.1384,2.82938,40.21787643,-75.44191742,40.22900772,-75.38785553
n12,Lakewood,lakewood,nj,usa,40.0667825,-74.17764167,1.99686,2.63945,40.08213043,-74.20970154,40.07072449,-74.12805939
n14,Flying W,lumbrerton,nj,usa,39.93427778,-74.80725,1.05354,10.1948,38.20284271,-75.69200134,32.08680344,-100.3175964
n24,Questa Municipal Nr 2,questa,nm,usa,36.80030556,-105.5975,6.83155,6.83155,36.7033577,-105.5738983,36.7033577,-105.5738983
n25,Westport,"westport, ny",ny,usa,44.15838611,-73.43290444,0.662965,6.33738,46.88978958,-124.1104202,44.08860397,-73.51574707
n27,Bradford County,towanda,pa,usa,41.74324028,-76.44457083,2.36959,2.36959,41.71257401,-76.47466278,41.71257401,-76.47466278
n29,Magdalena,magdalena,nm,usa,34.09450778,-107.2978142,18.9354,18.9354,34.07342148,-107.6278229,34.07342148,-107.6278229
n30,Cherry Ridge,honesdale,pa,usa,41.51533861,-75.25148139,4.50637,4.50637,41.47592163,-75.18212128,41.47592163,-75.18212128
n40,Sky Manor,pittstown,nj,usa,40.56626889,-74.97864139,1.50282,2.63144,40.58213806,-74.95898438,34.75482559,-77.58982086
n69,Stormville,stormville,ny,usa,41.57698222,-73.73235278,3.4245,3.4245,41.60898209,-73.68179321,41.60898209,-73.68179321
nc14,Rockingham County NC Shiloh,reidsville,nc,usa,36.43722083,-79.85101,2.46955,3.71422,36.46831131,-79.82915497,36.46652603,-79.90698242
nc67,Ashe County,west jefferson,nc,usa,36.43243111,-81.41968472,3.10111,5.85602,36.42040253,-81.47343445,36.4606781,-81.51899719
nrn,Norton Municipal,norton,ks,usa,39.84914444,-99.89320583,3.94984,3.94984,39.79447174,-99.91000366,39.79447174,-99.91000366
nul,Nulato,nulato,ak,usa,64.72981944,-158.0731889,1.09499,1.09499,64.71944427,-158.1030579,64.71944427,-158.1030579
o02,Nervino,beckwourth,ca,usa,39.82073556,-120.3543767,3.64569,3.64569,39.85164642,-120.4064331,39.85164642,-120.4064331
o09,Round Valley,covelo,ca,usa,39.79015444,-123.2664025,1.28355,6.94452,39.80241394,-123.2477951,39.73348999,-123.3739014
o16,Garberville,garberville,ca,usa,40.08597806,-123.8136397,1.38062,1.38062,40.10057068,-123.7961426,40.10057068,-123.7961426
o19,Kneeland,eureka,ca,usa,40.7193,-123.9275531,4.54207,4.54207,40.76124191,-123.9947815,40.76124191,-123.9947815
o21,Hoopa,hoopa,ca,usa,41.04290778,-123.6683894,0.611945,25.1043,41.05040741,-123.6742249,41.37623596,-123.4761658
o22,Columbia,columbia,ca,usa,38.03042306,-120.4145556,0.798859,2.35104,41.31310654,-81.94680786,41.31311798,-81.9155426
o24,Lee Vining,lee vining,ca,usa,37.95825861,-119.1065375,0.734872,24.3851,37.95864105,-119.1204834,37.86510086,-119.5383301
o31,Healdsburg Municipal,healdsburg,ca,usa,38.65352083,-122.8994397,3.11999,13.0512,38.61051559,-122.88134,38.53341293,-123.0854645
o42,Woodlake,woodlake,ca,usa,36.39883833,-119.1073289,1.11941,4.53403,36.41355896,-119.0987167,36.38158798,-119.0283585
o43,Yerington Municipal,yerington,nv,usa,39.00408444,-119.1579303,0.756775,0.756775,38.99391174,-119.1631546,38.99391174,-119.1631546
o46,Weed,weed,ca,usa,41.47487,-122.4530739,5.0042,5.0042,41.42264938,-122.3861237,41.42264938,-122.3861237
o52,Sutter County,yuba city,ca,usa,39.12655889,-121.6091328,1.32189,1.32189,39.14044952,-121.6169128,39.14044952,-121.6169128
o60,Cloverdale Municipal,cloverdale,ca,usa,38.7743525,-122.9922217,3.62607,3.62607,38.74037933,-123.0423965,38.74037933,-123.0423965
o69,Petaluma Municipal,petaluma,ca,usa,38.2578325,-122.6055406,0.844648,10.5732,38.27002335,-122.6061249,38.25528717,-122.8007965
o85,Benton,redding,ca,usa,40.57487278,-122.4080642,7.06403,10.7152,41.23313904,-76.51578522,41.33226776,-76.27936554
o88,Rio Vista Municipal,rio vista,ca,usa,38.1935,-121.7023889,2.69153,2.69153,38.15575027,-121.6913452,38.15575027,-121.6913452
o89,Fall River Mills,fall river mills,ca,usa,41.01877417,-121.4333136,1.0728,1.0728,41.00455475,-121.4411774,41.00455475,-121.4411774
oaj,Albert J Ellis,jacksonville,nc,usa,34.82916444,-77.61213778,6.05591,6.05591,34.91039276,-77.57193756,34.91039276,-77.57193756
oak,Metropolitan Oakland International,oakland,ca,usa,37.72129083,-122.2207167,3.36207,3.36207,37.7082634,-122.2802505,37.7082634,-122.2802505
oar,Marina Municipal,marina,ca,usa,36.68190278,-121.7624492,1.80612,5.80212,36.65959549,-121.7789764,36.76578903,-121.7580032
oeb,Branch County Memorial,coldwater,mi,usa,41.93344861,-85.052585,1.31386,1.31386,41.91675186,-85.06493378,41.91675186,-85.06493378
oel,Oakley Municipal,oakley,ks,usa,39.10994444,-100.8164444,2.41012,14.223,39.12638474,-100.8556137,42.07249451,-113.7061234
ofp,Hanover County Municipal,richmond,va,usa,37.7080325,-77.43601028,3.05412,3.05412,37.71125412,-77.49248505,37.71125412,-77.49248505
ogg,Kahului,kahului,hi,usa,20.89864972,-156.4304578,1.57684,13.091,20.88180542,-156.4134674,20.90833282,-156.2274933
oh30,Put In Bay,put in bay,oh,usa,41.63674333,-82.82833333,1.16136,1.16136,41.6518898,-82.81867981,41.6518898,-82.81867981
oic,Lt Warren Eaton,norwich,ny,usa,42.56655417,-75.52411167,2.44794,13.2843,42.53118515,-75.52351379,42.49840164,-75.76797485
okb,Oceanside Municipal,oceanside,ca,usa,33.21797639,-117.3515075,1.60522,2.66253,33.22740173,-117.3789978,33.21670151,-117.4000397
olf,L M Clayton,wolf point,mt,usa,48.09451778,-105.5750536,3.03856,3.03856,48.09057236,-105.6405563,48.09057236,-105.6405563
ols,Nogales International,nogales,az,usa,31.41772222,-110.8478889,3.07086,10.0093,31.26719475,-110.9562302,31.53953743,-110.7561951
omk,Omak,omak,wa,usa,48.46440222,-119.5180503,7.12317,12.4063,48.51585007,-119.6527481,48.55736923,-119.7497864
ony,Olney Municipal,olney,tx,usa,33.35088056,-98.81916667,9.20447,9.20447,33.45093536,-98.92451477,33.45093536,-98.92451477
onz,Grosse Ile Municipal,detroit - grosse ile,mi,usa,42.09860472,-83.16105861,3.23138,3.23138,42.145504,-83.15380096,42.145504,-83.15380096
oqu,Quonset State,north kingstown,ri,usa,41.5971525,-71.41215333,0.0151441,0.0151441,41.5973053,-71.41220856,41.5973053,-71.41220856
oqw,Maquoketa Municipal,maquoketa,ia,usa,42.050075,-90.73880472,3.97028,3.97028,42.06890869,-90.66569519,42.06890869,-90.66569519
orb,Orr Regional,orr,mn,usa,48.01592194,-92.85605139,3.98438,6.94706,47.9679718,-92.80822754,47.9587326,-92.97962952
ord,Chicago O'Hare International,chicago,il,usa,41.979595,-87.90446417,0.33289,1.94349,41.97416306,-87.90731812,41.95534134,-87.92605591
ore,Orange Municipal,orange,ma,usa,42.57011889,-72.28860667,3.61802,5.94708,42.59592056,-72.22675323,42.60008621,-72.39813995
orf,Norfolk International,norfolk,va,usa,36.89461111,-76.20122222,2.62445,2.62445,36.88899231,-76.24816132,36.88899231,-76.24816132
orh,Worcester Regional,worcester,ma,usa,42.26733944,-71.87570944,1.69583,5.26094,42.26398087,-71.84284973,42.19453812,-71.90590668
ors,Orcas Island,eastsound,wa,usa,48.70816,-122.9137961,0.8165,0.8165,48.69676971,-122.9054642,48.69676971,-122.9054642
ort,Northway,northway,ak,usa,62.96133361,-141.9291369,2.64791,9.477,44.6288414,-73.55792999,44.54698944,-73.66014099
otz,Ralph Wien Memorial,kotzebue,ak,usa,66.88467694,-162.5985497,0.934229,0.934229,66.89820862,-162.5977631,66.89820862,-162.5977631
owd,Norwood Memorial,norwood,ma,usa,42.19079694,-71.17310389,1.39046,3.55992,42.19454193,-71.19950104,42.24176407,-71.16616058
oxv,Knoxville Municipal,knoxville,ia,usa,41.29888556,-93.11381556,8.97218,8.97218,41.35559082,-93.26931763,41.35559082,-93.26931763
oza,Ozona Municipal,ozona,tx,usa,30.73528028,-101.2029719,1.75967,1.75967,30.70989037,-101.2011261,30.70989037,-101.2011261
p04,Bisbee Municipal,bisbee,az,usa,31.36399028,-109.8831286,4.30535,4.30535,31.33521843,-109.9476929,31.33521843,-109.9476929
p13,San Carlos Apache,globe,az,usa,33.35314722,-110.6673611,7.5419,12.1995,33.39595032,-110.787178,33.39947891,-110.8709488
p14,Holbrook Municipal,holbrook,az,usa,34.93891389,-110.1395656,1.28507,21.3502,34.92261887,-110.1432953,35.08807755,-109.8065033
p20,Avi Suquilla,parker,az,usa,34.15063889,-114.2712222,1.97737,1.97737,34.1647377,-114.3010635,34.1647377,-114.3010635
p52,Cottonwood,cottonwood,az,usa,34.73002111,-112.0351569,5.38436,20.8228,45.55648041,-108.8413086,45.42967606,-108.5331879
p53,Rostraver,monongahela,pa,usa,40.20972222,-79.83144444,3.11736,3.39987,40.25478363,-79.82953644,40.20983505,-79.76698303
pan,Payson,payson,az,usa,34.25683639,-111.3392558,1.95948,14.8297,34.23086929,-111.3251343,34.25030899,-111.5984802
pbh,Price County,phillips,wi,usa,45.70895028,-90.40248472,1.26659,1.26659,45.69096756,-90.39781952,45.69096756,-90.39781952
pcm,Plant City Municipal,plant city,fl,usa,28.00021667,-82.16424167,3.40223,3.40223,27.99418831,-82.21953583,27.99418831,-82.21953583
pdc,Prairie Du Chien Municipal,prairie du chien,wi,usa,43.01928889,-91.12374722,3.47357,3.47357,43.00304031,-91.18874359,43.00304031,-91.18874359
pdt,Eastern Oregon Regional At Pendleton,pendleton,or,usa,45.69505556,-118.8414444,5.20353,5.20353,45.6518631,-118.9292145,45.6518631,-118.9292145
pea,Pella Municipal,pella,ia,usa,41.40006667,-92.94588333,6.40192,6.40192,41.46479034,-93.03432465,41.46479034,-93.03432465
peo,Penn Yan,penn yan,ny,usa,42.63813556,-77.05306083,1.60481,5.78067,42.66030502,-77.05410004,42.5986824,-77.153862
peq,Pecos Municipal,pecos city,tx,usa,31.3823575,-103.5107017,3.08717,3.08717,31.42448807,-103.4934692,31.42448807,-103.4934692
pez,Pleasanton Municipal,pleasanton,tx,usa,28.95419444,-98.51998917,2.65794,2.65794,28.9671936,-98.47863007,28.9671936,-98.47863007
pga,Page Municipal,page,az,usa,36.92611111,-111.4483611,7.16677,7.16677,37.02774048,-111.4222565,37.02774048,-111.4222565
pgd,Charlotte County,punta gorda,fl,usa,26.92019444,-81.99052778,3.4451,3.4451,26.92978287,-82.04536438,26.92978287,-82.04536438
phg,Phillipsburg Municipal,phillipsburg,ks,usa,39.73530556,-99.31741667,1.45119,1.45119,39.75612259,-99.32398224,39.75612259,-99.32398224
phk,Palm Beach County Glades,pahokee,fl,usa,26.78503861,-80.69335528,2.97799,2.97799,26.82006073,-80.66533661,26.82006073,-80.66533661
php,Philip,philip,sd,usa,44.04862722,-101.5990603,3.3465,3.3465,44.03943253,-101.6651459,44.03943253,-101.6651459
pir,Pierre Regional,pierre,sd,usa,44.38267694,-100.285965,3.37021,3.37021,44.36830521,-100.3511887,44.36830521,-100.3511887
pit,Pittsburgh International,pittsburgh,pa,usa,40.49146583,-80.23287083,1.64422,1.64422,40.5060997,-80.20819855,40.5060997,-80.20819855
pln,Pellston Regional  of Emmet County,pellston,mi,usa,45.5709275,-84.796715,4.51296,12.6461,45.63584518,-84.78699493,45.64223099,-85.03755951
pmh,Greater Portsmouth Regional,portsmouth,oh,usa,38.84047,-82.84731361,1.50483,12.007,38.85896301,-82.86211395,38.72452164,-83.01322937
pmp,Pompano Beach Airpark,pompano beach,fl,usa,26.24713889,-80.11105556,1.061,3.91336,26.23785973,-80.12476349,26.19202805,-80.09643555
pmv,Plattsmouth Municipal,plattsmouth,ne,usa,40.95025,-95.91788889,2.94166,4.62033,40.9221611,-95.87551117,41.01138687,-95.88223267
pmx,Metropolitan,palmer,ma,usa,42.22328722,-72.31138694,2.08808,2.08808,42.19309998,-72.31262207,42.19309998,-72.31262207
ppf,Tri City,parsons,ks,usa,37.33125778,-95.50900667,1.52875,1.52875,40.9228363,-81.01898193,40.9228363,-81.01898193
ppq,Pittsfield Penstone Municipal,pittsfield,il,usa,39.63885556,-90.77843111,6.00609,6.00609,39.70754623,-90.84763336,39.70754623,-90.84763336
pql,Trent Lott International,pascagoula,ms,usa,30.46278111,-88.52922778,1.83328,1.83328,30.48205566,-88.55036163,30.48205566,-88.55036163
pqn,Pipestone Municipal,pipestone,mn,usa,43.98330333,-96.30031083,3.71879,3.71879,44.02700043,-96.25666046,44.02700043,-96.25666046
prb,Paso Robles Municipal,paso robles,ca,usa,35.67288611,-120.6270558,4.81515,4.81515,35.6267662,-120.691246,35.6267662,-120.691246
prx,Cox,paris,tx,usa,33.63660667,-95.45073194,1.42702,6.05555,35.73253632,-78.85054779,35.83721924,-78.88375092
pse,Mercedita,ponce,pr,usa,18.00830278,-66.56301194,3.38342,3.38342,18.05646324,-66.57222748,18.05646324,-66.57222748
psp,Palm Springs International,palm springs,ca,usa,33.82921556,-116.5062531,0.135561,4.03188,33.82898712,-116.509201,33.77217865,-116.4953003
ptv,Porterville Municipal,porterville,ca,usa,36.02960778,-119.0627311,4.08128,9.57634,36.07215118,-119.0123596,35.89162064,-119.0473251
ptw,Pottstown Limerick,pottstown,pa,usa,40.23957167,-75.55662528,0.0819108,0.0819108,40.2400856,-75.55528259,40.2400856,-75.55528259
pub,Pueblo Memorial,pueblo,co,usa,38.28908722,-104.4965722,3.63537,3.63537,38.24555969,-104.4594116,38.24555969,-104.4594116
puw,Pullman/Moscow Regional,"pullman/moscow,id",wa,usa,46.74386111,-117.1095833,,,,,,
pvb,Platteville Municipal,platteville,wi,usa,42.68935583,-90.44439278,3.55202,3.55202,42.73429489,-90.47844696,42.73429489,-90.47844696
pvc,Provincetown Municipal,provincetown,ma,usa,42.07199833,-70.22137667,1.62091,13.4149,42.04844666,-70.22098541,41.93760681,-70.03279877
pvf,Placerville,placerville,ca,usa,38.72421806,-120.753325,2.48426,2.48426,38.7296257,-120.7985458,38.7296257,-120.7985458
pvw,Hale County,plainview,tx,usa,34.16814722,-101.7173361,1.29187,1.29187,34.18479538,-101.7068405,34.18479538,-101.7068405
pwa,Wiley Post,oklahoma city,ok,usa,35.53455,-97.64721556,1.35939,1.77689,35.51867294,-97.63226318,35.5225563,-97.61893463
pwd,Sher-Wood,plentywood,mt,usa,48.79030583,-104.533845,2.09258,2.09258,48.76259232,-104.5154648,48.76259232,-104.5154648
pwm,Portland International Jetport,portland,me,usa,43.64616667,-70.30875,2.49799,7.8677,43.6536026,-70.26041412,43.56397247,-70.20057678
pwt,Bremerton National,bremerton,wa,usa,47.49275361,-122.7624286,1.01713,1.01713,47.50231552,-122.7773666,47.50231552,-122.7773666
pyg,Pageland,pageland,sc,usa,34.74213889,-80.34519444,3.41252,3.41252,34.77288437,-80.39218903,34.77288437,-80.39218903
pzq,Presque Isle County,rogers city,mi,usa,45.40709667,-83.81288556,8.11995,11.4592,45.30195618,-83.88749695,45.26195526,-83.69887543
q00,Littlefield Municipal,littlefield,tx,usa,33.92395306,-102.3866831,3.59037,12.2315,33.91731644,-102.3249054,33.78686905,-102.5218658
