location	longitude	latitude
 Burlington, NJ	-74.1407380384	40.830098
 Seatac, WA	-122.2830842	47.4449086
 Auburn, ME	-70.2311655	44.0978509

 Los Angeles, CA	-118.244476	34.054935
 Manson, WA	-94.5341421	42.5291439
 Spokane, WA	-117.4212265	47.6579425
 Seattle, WA	-122.3300624	47.6038321
 Muskegon, MI	-86.2483921	43.2341813
 Dayton, WA	-117.9725379	46.323559
 Lebanon, TN	-86.2910945	36.2079779
 San Angelo, TX	-100.4398442	31.4648357
 Marysville, WA	-122.1768209	48.0517429
 Harrisonburg, LA	-91.8215177	31.7721106
 Ammon, ID	-111.969828	43.477269
 Shelton, WA	-123.1007066	47.2150945
 Ellisville, MO	-90.5875099	38.5941048
 Seattle, WA	-122.3300624	47.6038321
 Seattle, WA	-122.3300624	47.6038321
 Jackson, TN	-88.8177418	35.6144446
 Oregon City, OR	-122.6067583	45.3573429
 York, ME	-103.4309641	20.6885063
 Stanwood, WA	-122.34953364	48.2452535
 Fresno, CA	-119.708861261	36.7295295
 Forest Lake, MN	-92.985312	45.2788444
 Folsom, CA	-121.1760583	38.6779591
 American Canyon, CA	-122.2608044	38.1749179
 Portland, OR	-122.6741949	45.5202471
 Lake Oswego, OR	-122.6706498	45.4206749
 Warren, IL	-90.6168408	40.8442828
 Seattle, WA	-122.3300624	47.6038321
 Eastgate, WA	-122.1398636	47.5759181
 Potter Valley, CA	-123.113059	39.3221089
 New York City, NY	-73.9866136	40.7306458
 E. Los Angeles, CA	-118.1720157	34.0239015
 New Orleans, LA	4.48745086188	51.90491615
 Leesport, PA	-75.9663222	40.4470377
 Seattle, WA	-122.3300624	47.6038321
 Greensville, NC	-77.369698	36.525883
 Portland, OR	-122.6741949	45.5202471
 Cheboygan, MI	-84.4768486	45.4417481
 Vancouver, WA	-122.6744557	45.6306954
 Deming, NM	-107.7586404	32.2686981
 Moorehead, MN	-92.6387902	46.6787589
 Placerville, CA	-120.798546	38.7296252
 Pueblo, CO	-104.609141	38.2544472
 Las Vegas, NV	-115.149225	36.1662859
 Colonial Beach, VA	-76.963588	38.2545799
 Crescent City, CA	-124.149861983	41.8528065
 Lewiston, MT	-70.2147764	44.100351
 Seattle, WA	-122.3300624	47.6038321
 Murphy, NC	-84.0346315	35.0875836
 Colton, CA	-117.3136547	34.0739016
 Seattle, WA	-122.3300624	47.6038321
 Kirkland, WA	-122.1920249	47.6859573
 Potter Valley, CA	-123.113059	39.3221089
 Bakersfield, CA	-119.0194639	35.3738712
 Tacoma, WA	-122.4398746	47.2495798
 Green Co., TN	15.75693	54.212481
 Florence, AL	-87.677251	34.79981
 Seattle, WA	-122.3300624	47.6038321
 Vancouver, WA	-122.6744557	45.6306954
 Oroville, CA	-121.556359	39.5137752
 Vancouver, WA	-122.6744557	45.6306954
 Bakersfield, CA	-119.0194639	35.3738712
 Seattle, WA	-122.3300624	47.6038321
 Anderson, IN	-85.6802541	40.1053196
 Bakersfield, CA	-119.0194639	35.3738712
 Mt. City, TN	11.1295430999	46.102817
 Yakima, WA	-120.5108421	46.601557

 Colville Reservation, WA	-118.932672102	48.16211935
 Sacramento, CA	-121.4943996	38.5815719
 Clinton, MO	-94.4184896	39.5975986
 Phoenix, AZ	-112.0773456	33.4485866
 Farmington, UT	-111.8874688	40.9804423
 Oregon City, OR	-122.6067583	45.3573429
 Auburn, WA	-122.2301808	47.3075369
 Fargo, ND	-96.789821	46.877229
 La Crosse, WA	-117.8818834	46.8140449
 Newport, OR	-124.053442	44.636755
 Las Vegas, NV	-115.149225	36.1662859
 Boulder, CO	-105.2705456	40.0149856
 Silverdale, WA	-122.6766317	47.6594091
 Middletown, CT	-72.6506488	41.5623209
 Sarasota, FL	-82.5306527	27.3364347
 New York City/Brooklyn, NY	-73.9385536	40.6391069
 Seattle, WA	-122.3300624	47.6038321
 Redmond, WA	-122.1238767	47.6694141
 Miami, FL	-80.1936589	25.7742658
 Irving, TX	-96.9442177	32.8295183
 Bothell, WA	-122.2068288	47.7598697
 Portland, OR	-122.6741949	45.5202471
 Little Rock, AR	-92.2895948	34.7464809
 Concrete, WA	-121.7471917	48.5390853
 Inglewood, CA	-114.0274889	51.0387997
 Avondale, AZ	-112.3405021	33.4359175
 Wilkes-Barre, PA	-75.8817316	41.2464824
 North Las Vegas, NV	-115.1120958	36.2008371
 Federal Way, WA	-122.3393103	47.313494
 Starkey, OR	-118.4257875	45.2215179
 Glendo, WY	-105.026083	42.502747
 Portland, OR	-122.6741949	45.5202471
 Lake Tahuyeh, WA	-122.8374865	47.5830675
 Mascoutah, IL	-89.793154	38.490327
 Woodland, WA	-122.7408326	45.9109715
 Virginia Beach, VA	-76.0509251226	36.7953025
 Jacksonville, FL	-81.655651	30.3321838
 Keesler AFB, MS	-88.9188649673	30.4094294
 Sacramento, CA	-121.4943996	38.5815719
 Klamath Falls, OR	-121.7816704	42.224867
 Portland, OR	-122.6741949	45.5202471
 Oregon, IL	-89.3323279	42.0147513
 Ronan, MT	-114.1015013	47.5288233
 Byron, MN	-92.6451021	44.0328491
 Warren, MI	-83.0277001	42.4775364
 Renton, WA	-122.2034496	47.4799078
 Tacoma, WA	-122.4398746	47.2495798
 Fort Lewis, WA	-122.5549795	47.1086912
 Vancouver, WA	-122.6744557	45.6306954
 St. Louis, MO	-90.2416548	38.6337716
 Seattle, WA	-122.3300624	47.6038321
 Pilot Rock, OR	-122.8103249	42.7706797
 Gresham, OR	-122.4367058	45.5067406
 Arlington, WA	-122.1389548	48.1810957
 Malmstrom AFB, MT	-111.178513937	47.50486505
 Corvallis, MT	-114.1139845	46.3141666
 Harmony, ME	18.8524232	42.2874652
 Puyallup, WA	-122.2921406	47.1849009
 El Cerrito, CA	-117.520797788	33.8410146
 Fernley, NV	-119.2518245	39.6079951
 Council Bluffs, IA	-95.8613912	41.2621283
 Riverside, CA	-122.2971512	49.122193
 Bolivia, NC	-78.1483283	34.0676715
 Tacoma, WA	-122.4398746	47.2495798
 Molalla, OR	-122.5770322	45.1473445
 Tallahassee, FL	-84.2809332	30.4380832
 Whitefish, MT	-114.3346265	48.4107966
 Seattle, WA	-122.3300624	47.6038321
 Lexington, KY	-84.4970393	38.0464066
 Cleveland, OH	-81.6934446	41.5051613
 Tacoma, WA	-122.4398746	47.2495798
 Olathe, KS	-94.8161127	38.8843867
 Noxen, PA	-76.0585367	41.4214671
 Belmont, CA	-81.0846444	42.8831501
 Vienna, VA	-77.2651585	38.9013013
 Memphis, TN	-90.0516285	35.1490215
 West Seattle, WA	-122.3865166	47.5709315
 Burbank, CA	-118.3258554	34.1816482
 Troy, MT	-115.8949854	48.4615199
 Chico, CA	-73.5428	45.5484418
 Burbank, CA	-118.3258554	34.1816482
 Seattle, WA	-122.3300624	47.6038321
 Richardson, TX	-96.7297206	32.9481789
 Oklahoma City, OK	-97.5170536	35.4729886
 Hickory Corners, MI	-85.3755605	42.4414265
 Holly, WA	-122.9784885	47.5575929
 Oakland, CA	-80.3310713	43.0317491
 Martinez, CA	-122.1298309	38.0103311
 Puyallup, WA	-122.2921406	47.1849009
 Phoenix, AZ	-112.0773456	33.4485866
 Midvale, UT	-111.8999353	40.6110589
 Renton, WA	-122.2034496	47.4799078
 Mergas, GA	25.3752816	56.9764257
 Seattle, WA	-122.3300624	47.6038321
 Midway, GA	27.8511599	-26.2930473
 Kearney, MO	-99.081858	40.699478
 Wilsonville, OR	-122.7681602	45.3099218
 McKenzie, ND	-103.4734684	47.7702536
 Boyertown, PA	-75.6374083	40.3337075
 Seattle, WA	-122.3300624	47.6038321
 Brentwood, TN	-86.7825235	36.0325687
 Richmond, VA	-77.43428	37.5385087
 Carmichael, CA	-108.649948687	50.04247245
 Lancaster, WA	-117.6643694	47.0309979
 Lost Lake, OR	-121.823602952	45.4892652
 Boise, ID	-116.200835	43.61656
 South Park, WA	-122.033373731	47.6775001
 Columbus (Canada), NB	5.270259	51.6913311
 Brooklyn, AR	-58.4502792	-34.558103
 Beaverton, OR	-122.8037804	45.4871723
 Anchorage, AK	-149.8948523	61.2163129
 Dallas, TX	-96.7968559	32.7762719
 Baltimore, MD	-76.610759	39.2908816
 Colorado Springs, CO	-104.8253485	38.8339578
 Olympia, WA	-122.8948725	47.0450197
 Manchester, ME	-99.1719017	19.4244924
 Mojave, CA	-118.1739645	35.0524699
 Woodland, ME	-67.4047167	45.1570187
 Bothell, WA	-122.2068288	47.7598697
 Fenton, MI	-90.4400578	38.5131989
 Sedalia, MO	-93.2282613	38.7044609
 Culver City, CA	-118.3964665	34.0211224
 Auburn, CA	-64.8687417	45.0177739
 San Fernando, CA	-118.4389719	34.2819461
 Tulare, CA	-118.852583	36.2516475
 Mason City, IA	-93.2010367	43.1535728
 Wichita, KS	-97.3375448	37.6922361
 Idaho Falls, ID	-112.0400919	43.4935245


 Santa Barbara, CA	-73.6077401	45.5361933
 Daytona Beach, FL	-81.0228331	29.2108147
 Pink Hill, NC	-77.7463653	35.0551639
 Spanaway, WA	-122.4243422	47.0979462
 Reading, PA	-75.9279495	40.335345
 Lake Stevens, WA	-122.0660914	48.0197794
 Baltimore, MD	-76.610759	39.2908816
 Middletown, NJ	-74.51349	40.9159321
 Sewickly, PA	-79.6811162	40.2122339
 Waukesha, WI	-88.2314813	43.0116784
 New York City, NY	-73.9866136	40.7306458
 Sumter, SC	-80.3414693	33.9204354
 Garland, TX	-96.6388833	32.912624
 Springfield, MO	-93.2920373	37.2166779
 Antioch, CA	-121.805789	38.0049214
 Grandview, MO	-94.5330096	38.8858407
 Glendale, AZ	-112.404683064	33.558997
 Houston, TX	-95.3676974	29.7589382
 San Diego, CA	-117.1627714	32.7174209
 Kelso, WA	-122.9060318	46.1420334
 Glen, NY	-74.3448668	42.8943993
 Grove City, PA	-80.0886631	41.1579008
 Fort Myers, Fl	-81.8723084	26.640628
 Hansville, WA	-122.5543141	47.9187044
 Sunrise, FL	-80.328885941	26.1482449
 Las Vegas, NV	-115.149225	36.1662859
 North Port, FL	-82.2359254	27.044224
 London (UK/England),	-0.113476774885	51.51419575
 Longview, WA	-122.9344623	46.1377048
 Billings, MT	-108.49607	45.7874957
 Cashmere, WA	-120.4689464	47.5223107
 North Port, MI	-83.637602	42.908096
 Schnecksville, PA	-75.6214324646	40.6763665
 Cuenca (Eof, in the high Andes Mts)  (Ecuador),	-2.1348241	40.0681156
 Winsted, CT	-73.0717849268	41.927511
 Bellevue, WA	-122.1923372	47.6144219
 Hilliard, OH	-83.1596108	40.033814
 Fort Myers (north), FL	-81.8723084	26.640628
 Marblemount, WA	-121.4495729	48.527619
 Kalispell, MT	-114.3167117	48.2022563
 Cancun (Melia Turquesa Hotel) (Mexico),	-117.6345293	33.653909
 Cedar Springs, MI	-85.551424	43.22336
 Blossburg, PA	-77.0638567	41.6795186
 Houston, TX	-95.3676974	29.7589382
 Lakewood, CO	-105.110058182	39.6311085
 Amelia, OH	-84.2177136	39.0283966
 Upper Makefield, PA	-74.9285310986	40.2956655
 Petoskey, MI	-84.95533	45.373343
 Seattle, WA	-122.3300624	47.6038321
 Macon, GA	-83.6324022	32.8406946
 Baltimore, MD	-76.610759	39.2908816
 Walla Walla Airport, WA	-118.2846212	46.0870517
 Bellevue, WA	-122.1923372	47.6144219
 Fontana, CA	-117.435048	34.0922335
 Tigard, OR	-122.7719339	45.4307473
 Eden, NY	1.30782314308	38.97907375
 Troutdale (near), WA	-118.3759613	46.0573401
 Scottsdale, AZ	-111.8992365	33.5091215
 Coos Bay, OR	-124.2178903	43.3665007
 Laurel, MD	-76.8483061	39.0992752
 Mountain Village, AK	-163.7294444	62.0855556
 Moses Lake, WA	-119.2780771	47.1301417
 Youngstown, OH	-80.6520161	41.1035786
 Redding, CA	-122.3916754	40.5863563
 Coober Pedy, S.A. (Approx. 250km south of) (Australia),	134.7536164	-29.0133682
 Bothell, WA	-122.2068288	47.7598697
 Bellflower, CA	-118.1167679	33.8825705
 Polk County, WI	-92.407472	45.4318573
 Las Vegas, NV	-115.149225	36.1662859
 Bismarck, ND	-100.783739	46.808327
 St. Joseph, MO	-95.012248	40.184325
 Renton, WA	-122.2034496	47.4799078
 Frostburg, MD	-78.928357	39.6581425
 Bastrop, LA	-97.3152701	30.1104947
 Las Vegas (60-70 miles north-east of, Interstate 15 North), NV	-115.149225	36.1662859
 Jacksonville, FL	-81.655651	30.3321838
 Fort Myers, FL	-81.8723084	26.640628
 Kirkland, WA	-122.1920249	47.6859573
 Miami, Fl	-80.1936589	25.7742658
 Gold River, CA	-64.3456887544	44.55961545
 Aurora, CO	-104.8319196	39.729432
 Fort Walton Beach, Fl	-86.618842	30.4057552
 Pomona, CA	-117.7517496	34.0553813
 Ft. Morgan, CO	-103.799951	40.2502582
 Santa Paula, CA	-119.0592705	34.3541659
 Tri-Cities, WA	-119.19079468	46.2635471
 Seattle, WA	-122.3300624	47.6038321
 Concord, CA	-62.7905136	45.452798
 Latour, MO	-94.1021653	38.6344569
 Lancaster, SC	-80.7709015	34.7204257
 Palmdale, CA	-118.1171108	34.5793131
 Alice Springs  (NT, Australia),	133.8812885	-23.6983884
 Fort Lauderdale, FL	-80.1433786	26.1223084

 Bremerton, WA	-122.6246836	47.5653663
 Canberra (Australia),	149.1012676	-35.2975906
 Sarasota, FL	-82.5306527	27.3364347
 Placerville, CA	-120.798546	38.7296252
 East Providence, RI	-71.3700545	41.8137116
 Worsley, Manchester (UK/England),	-2.3664748	53.5010118
 Mansfield, TX	-97.1416768	32.5631924
 Seattle, WA	-122.3300624	47.6038321
 Big Flats, NY	-76.9369067	42.1372967
 Charleston, SC	-79.9402728	32.7876012
 Oldsmar, FL	-82.6501914928	28.06906015

 Rochester, NY	-77.615214	43.157285

 Fort Collins (northwest of), CO	-105.0668085	40.5508527
 Buckhead Ridge, FL	-80.8936735	27.1303277
 Fontana, CA	-117.435048	34.0922335
 Woodland, CA	-82.3881944	43.0001747
 West Manchester, OH	-84.6263432	39.9025504
 Minneapolis, MN	-93.2654692	44.9772995
 Odessa, NY	-76.7885655	42.3367406
 North Delta (Canada), BC	-122.9062818	49.1444272
 Chattanooga, TN	-85.3096801	35.0456297
 Garden Grove, CA	-96.8780139	49.5091225
 North Bend, WA	-121.787829953	47.4931725
 Fresno/Stockton (from, to Stockton), CA	-121.3121319	37.9271496
 Cheboygan, MI	-84.4768486	45.4417481
 Lima, OH	-84.1052256	40.742551
 Mussel Shoals, AL	-84.699469	38.522811
 Osage Beach, MO	-92.6179621	38.1503113
 Round Lake, IL	-88.0934145	42.353355
 Newcastle, WA	-122.1563331	47.5395736
 Chandler, AZ	-111.8408489	33.3067132
 Rio de Janeiro (Brazil),	-43.2093727	-22.9110137
 Wyoming, MN	-92.9971631	45.3363551
 Tampa, FL	-82.458444	27.9477595
 Port Angeles, WA	-123.4307413	48.118146
 Wasilla, AK	-149.4380985	61.5828234
 Florence, OR	-124.099839	43.982672
 Saginaw, MI	-83.9490365	43.4200387
 Pensacola, FL	-87.2169149	30.421309
 Seattle, WA	-122.3300624	47.6038321
 Campbell, CA	-94.5829868	49.7554816
 Wenatchee, WA	-120.3103494	47.4234599
 South Attleboro, MA	-71.3619997	41.908433
 Bath, IL	-2.3596963	51.3813864
 River Falls, WI	-92.6265897	44.8595111
 Redding, CA	-122.3916754	40.5863563
 Peyton, CO	-104.4830238	39.0288809


 Clatonia, NE	-96.849748	40.46528
 Woodinville, WA	-122.1588902	47.7545827
 Lufkin, TX	-94.7288558	31.3386242
 Oglethorpe, GA	-83.1049381	33.8702684
 Meridian, MS	-88.703656	32.3643098
 Seattle, WA	-122.3300624	47.6038321
 Riverside, NJ	-74.7840518	40.5098259
 Redmond, WA	-122.1238767	47.6694141

 Scottsdale, WA	-119.3303678	46.3259993
 East Greenwich, RI	-71.4558911	41.6603788
 Reno, NV	-119.8136744	39.52927
 Woodland, CA	-82.3881944	43.0001747
 Gainesville, FL	-82.3249961	29.6519396
 Comanche County, OK	-98.4485103	34.6557505
 Phoenix, AZ	-112.0773456	33.4485866
 Bakersfield, CA	-119.0194639	35.3738712
 Ithaca, NY	-76.4968019	42.4396039
 Cedar Springs, MI	-85.551424	43.22336
 Kingsville, OH	-80.676192	41.890887
 Lynnwood/Alderwood Manor, WA	-122.2940601	47.8113905
 Whidbey Island, WA	-122.597662985	48.15811705
 Christiansburg, VA	-80.4089389	37.1298517
 Vashon Island, WA	-122.5620094	48.0858683
 Tampa, FL	-82.458444	27.9477595
 West Manchester, OH	-84.6263432	39.9025504
 Winter Springs, FL	-81.288509555	28.693322
 Banning, CA	-116.875289	33.9255685
 Oakley, CA	-79.380115	43.652375
 Derby, CT	-73.0890324	41.3223611
 Geneva, NY	-76.9777436	42.8689552

 Melbourne (VIC, Australia),	144.9631608	-37.8142176
 Salinas, CA	-121.6550372	36.6744117
 Seattle, WA	-122.3300624	47.6038321
 New Albany, PA	-76.4418868	41.6000752
 North Bend, WA	-121.787829953	47.4931725
 Beach Haven Terrace (Long Beach Island), NJ	-74.2234733	39.5862296
 Billings, MT	-108.49607	45.7874957
 Edmonds, WA	-122.3774952	47.8105738
 Watkins Glen, NY	-76.8705777	42.3810555
 Guemes Island, WA	-122.624358906	48.55739725
 Kelso, WA	-122.9060318	46.1420334
 Brooksville, FL	-82.3878709	28.5552719
 Collinsville, IL	-89.9845476	38.6703267
 Issaquah, WA	-122.0432974	47.5348778
 San Diego, CA	-117.1627714	32.7174209
 Portland, OR	-122.6741949	45.5202471
 Redmond, WA	-122.1238767	47.6694141
 Langley, WA	-122.4094051	48.0399806
 Madison, WI	-89.3837613	43.074761
 Seattle, WA	-122.3300624	47.6038321
 Riverside, CA	-122.2971512	49.122193
 Snowflake, AZ	-110.0796089	34.5114704
 Seattle, WA	-122.3300624	47.6038321
 Frostburg, MD	-78.928357	39.6581425
 Sweet Home, OR	-122.7361959	44.3976247
 Middleville, MI	-85.4619599	42.7130889
 Sullivan, MO	-93.1140993	40.1993002
 Portland, OR	-122.6741949	45.5202471
 Phoenix, AZ	-112.0773456	33.4485866
 Elkins, WV	-79.8466552	38.925927
 Madison, TN	-88.852119	35.6055887
 Arlington, WA	-122.1389548	48.1810957
 Miami, FL	-80.1936589	25.7742658
 Fresno, CA	-119.708861261	36.7295295
 Westminster, CO	-105.0372046	39.8366528
 San Diego, CA	-117.1627714	32.7174209
 Glen Ellen, CA	-122.5390729	38.355533
 Palm Springs, CA	-116.495297698	33.77217945
 Rochester, MN	-92.4630215	44.0233269
 Lumberton, TX	-94.1991444	30.2655322


 Memphis, TN	-90.0516285	35.1490215
 Ely (60 Miles south of, US Highway 93), NV	-114.8902768	39.2473992
 Owosso, MI	-84.1766359	42.9978049
 Perth (Western Australia),	115.8604796	-31.9527121
 Las Vegas (SE of), NV	-115.149225	36.1662859
 San Jose, CA	-121.9031599	37.3297085
 Monitor, WA	-120.4192756	47.486853
 Phoenix, AZ	-112.0773456	33.4485866

 Redmond, WA	-122.1238767	47.6694141
 Coral Gables, FL	-80.2350089798	25.6905515
 Bethesda, MD	-77.0946459	38.9848265
 San Diego, CA	-117.1627714	32.7174209
 Biddeford, ME	-70.4533844	43.4925843
 Big Pine, CA	-120.410046	50.669559
 Fort Collins, CO	-105.0668085	40.5508527
 Muskegon, MI	-86.2483921	43.2341813
 Holton, KS	-95.7366657	39.4652865
 Granite Falls, WA	-121.9695664	48.0816464
 Pleasant Hill, CA	-61.3684811	45.6459343
 Poway, CA	-117.0358646	32.9628234
 Meadville, PA	-80.151449	41.641445
 Redmond, WA	-122.1238767	47.6694141
 Redmond, WA	-122.1238767	47.6694141
 Boise, ID	-116.200835	43.61656
 Vero Beach, FL	-80.3975399	27.6387163
 Saginaw, MI	-83.9490365	43.4200387
 Graham County, NC	-83.8337785	35.359542
 Doylestown, PA	-75.1304373	40.3100865
 Boise, ID	-116.200835	43.61656
 Boerne, TX	-98.7319703	29.7946641
 Redmond, WA	-122.1238767	47.6694141
 Snohomish, WA	-121.7304882	48.0074736

 Eugene, OR	-123.0950506	44.0505054
 Belle Fourche, SD	-103.851407	44.670905
 Alturas, CA	-120.5423271	41.487123
 Prince Rupert (Canada), BC	-130.3522641	54.2959191
 Cle Elum, WA	-120.9400632	47.1952417
 Morton, WA	-75.3235215	39.9098345
 Issaquah, WA	-122.0432974	47.5348778
 Bellflower, CA	-118.1167679	33.8825705
 Pine Bluff, AR	-92.0031955	34.2284312
 Pleasant Valley, CT	-72.9878825	41.9123182
 Arlington, WA	-122.1389548	48.1810957
 Salinas, CA	-121.6550372	36.6744117
 San Diego, CA	-117.1627714	32.7174209
 Edwards AFB, CA	-117.943953326	34.900814
 Provo (south of), UT	-111.6954103	40.2451503
 Seattle, WA	-122.3300624	47.6038321
 E. Greenville, PA	-75.5018479	40.4064882

 Dana Point, CA	-117.6981075	33.4669721
 Kelseyville, CA	-122.837167514	38.9650885
 Las Vegas, NV	-115.149225	36.1662859

 Olathe, KS	-94.8161127	38.8843867
 Cincinnati, OH	-84.5124602	39.1014537
 New Hampshire, OH	-83.952719	40.5561607
 Yakima, WA	-120.5108421	46.601557
 Petoskey, MI	-84.95533	45.373343
 Charleston, IL	-88.1761521	39.4961458
 Brooklyn, CT	-71.9497957	41.7881541
 Spokane, WA	-117.4212265	47.6579425

 Birmingham, AL	-86.8024326	33.5206824
 Jamestown, ND	-98.708436	46.910544
 Evansville, IN	-87.5558483	37.9747645
 Whidbey Island, WA	-122.597662985	48.15811705
 Greenwich, CT	-73.6284598	41.0264862
 Fort Smith, AR	-94.4248983	35.3872218
 Poulsbo, WA	-122.63928	47.7391366
 Thornton Cleveleys, Lancashire (UK/England),	-3.00975847599	53.88100645
 Fontana, CA	-117.435048	34.0922335
 Phoenix, AZ	-112.0773456	33.4485866
 Bishop, CA	-71.8432973	45.3627733
 St. Petersburg, FL	-82.6695085	27.7703796
 Monitor, WA	-120.4192756	47.486853
 Moki Dugway, UT	-109.9378472	37.2750528
 Pittsburgh, PA	-79.9900861	40.4416941
 Stockton, CA	-99.45	49.583333
 Lakeport (near), CA	-122.9158293	39.0429506
 Rockford/Belvedere (between), IL	115.730350409	-32.52182
 San Francisco, CA	-71.2743272	46.8443248
 Memphis, TN	-90.0516285	35.1490215
 Wrightwood Mtn., CA	-117.627599839	34.3583535
 Blairsville, PA	-79.260869	40.4311796
 Bowie, MD	-76.731234	38.9429659
 Simi Valley, CA	-118.781482	34.2694474
 Seatac, WA	-122.2830842	47.4449086
 Seattle, WA	-122.3300624	47.6038321
 Seattle, WA	-122.3300624	47.6038321
 Seattle, WA	-122.3300624	47.6038321
 Bothell, WA	-122.2068288	47.7598697
 Merced, CA	-120.4843269	37.3029568
 Venice, Fl	-82.4544132	27.0998708
 Henderson, NV	-114.9819235	36.0391456
 Tucson, AZ	-110.9262353	32.2218917
 Everglades (on Aligator Alley), FL	-81.5264063403	28.34378545
 Boise, ID	-116.200835	43.61656
 Santa Rosa, CA	-123.10250585	49.26334935
 Auburn, WA	-122.2301808	47.3075369
 Hayward (next to Hawyard Airport in; I was in airport), CA	-123.7244026	48.8032735
 Owensville, MO	-91.5015487	38.3456023
 Redding, CA	-122.3916754	40.5863563
 Prineville, OR	-120.834884	44.2998229
 Morris, MI	-95.913941	45.586072
 Hastings, MN	-92.8518697	44.7426933
 Hartsburg, MO	-92.3087977	38.6950335
 Palm Springs, CA	-116.495297698	33.77217945
 Nestleton (Canada), ON	-75.4671572	45.4536694
 Goshen, NY	-74.3243191	41.4020382
 Eureka, CA	-85.9373384358	79.98855485
 Alta, UT	-111.6379793	40.5888394
 Bakersfield, CA	-119.0194639	35.3738712
 Tempe, AZ	-111.9094474	33.4144139
 Hollywood, FL	-80.1494901	26.0112014
 Hartford, SD	-96.942428	43.623163
 Bradenton, FL	-82.5748194	27.4989278
 Area 51, NV	-115.8120572	37.2363038
 Jolliet, IL	3.6190161	49.5649325
 St. Cloud, MN	-94.1642004	45.5616075
 Seattle, WA	-122.3300624	47.6038321
 Hampton, VA	-76.3452057	37.0300969
 Rte. 40, CA	-52.855667	47.6263786
 Huntington, WV	-82.445154	38.4192496
 Granite Falls, WA	-121.9695664	48.0816464
 Charleston, OR	-124.3301167	43.340111
 Arcadia, CA	-122.644258349	49.1427373
 Snoqualmie, WA	-121.87643742	47.5278365
 Everett, WA	-122.2013998	47.9673056
 Woodinville, WA	-122.1588902	47.7545827
 Princeton, WI	-89.1217828	43.8508134
 Longmont, CO	-105.1019287	40.1672117
 El Paso, TX	-106.501349396	31.8111305
 Chandler, AZ	-111.8408489	33.3067132
 Boring, OR	-122.3735225	45.4300573
 Portland, OR	-122.6741949	45.5202471
 Beach, ND	-104.0043728	46.9180689
 Seattle, WA	-122.3300624	47.6038321

 Gaithersburg, MD	-77.2013705	39.1434406
 Rockford, WA	-117.1307471	47.4521207
 Gallup (~10 miles west of on I-40), NM	-108.7439489	35.5283573
